Vehicle ID,Type,x [m],y [m],Speed [km/h],Tan. Acc. [ms-2],Lat. Acc. [ms-2],Time [s], Angle [rad]
155, Car,356534.46,4363488.57,36.6273,0.1182,-0.006,60.827433,0.8366
155, Car,356534.69,4363488.83,36.6431,0.1456,-0.0197,60.8608,0.8367
155, Car,356534.91,4363489.08,36.6597,0.1296,-0.0365,60.894167,0.8367
155, Car,356535.14,4363489.33,36.6757,0.1381,-0.0334,60.927533,0.8369
155, Car,356535.37,4363489.58,36.6928,0.1453,-0.0341,60.9609,0.8371
155, Car,356535.6,4363489.84,36.7109,0.156,-0.017,60.994267,0.8372
155, Car,356535.83,4363490.09,36.7287,0.1413,-0.0359,61.027633,0.8373
155, Car,356536.06,4363490.34,36.7483,0.1846,-0.0502,61.061,0.8375
155, Car,356536.28,4363490.6,36.7699,0.1755,-0.038,61.094367,0.8376
155, Car,356536.51,4363490.85,36.7925,0.2011,-0.0408,61.127733,0.8379
155, Car,356536.74,4363491.1,36.8169,0.204,-0.0382,61.1611,0.838
155, Car,356536.97,4363491.36,36.8432,0.2342,-0.0452,61.194467,0.8381
155, Car,356537.19,4363491.61,36.8717,0.2415,-0.0415,61.227833,0.8383
155, Car,356537.42,4363491.86,36.9028,0.2753,-0.0578,61.2612,0.8385
155, Car,356537.65,4363492.12,36.9355,0.2691,-0.0532,61.294567,0.8387
155, Car,356537.88,4363492.37,36.9699,0.305,-0.0369,61.327933,0.8388
155, Car,356538.11,4363492.62,37.0086,0.3387,-0.0648,61.3613,0.8389
155, Car,356538.33,4363492.88,37.05,0.35,-0.037,61.394667,0.8392
155, Car,356538.56,4363493.13,37.0943,0.3878,-0.0551,61.428033,0.8394
155, Car,356538.79,4363493.39,37.1418,0.403,-0.0543,61.4614,0.8395
155, Car,356539.02,4363493.64,37.1903,0.4048,-0.044,61.494767,0.8397
155, Car,356539.25,4363493.9,37.242,0.4562,-0.0484,61.528133,0.8398
155, Car,356539.48,4363494.15,37.2977,0.4714,-0.0522,61.5615,0.84
155, Car,356539.71,4363494.41,37.3562,0.5022,-0.0613,61.594867,0.8402
155, Car,356539.94,4363494.67,37.4182,0.5305,-0.0371,61.628233,0.8404
155, Car,356540.17,4363494.92,37.4832,0.552,-0.0383,61.6616,0.8405
155, Car,356540.4,4363495.18,37.5507,0.572,-0.0594,61.694967,0.8407
155, Car,356540.63,4363495.44,37.6206,0.5921,-0.0429,61.728333,0.8409
155, Car,356540.86,4363495.7,37.6923,0.6003,-0.0422,61.7617,0.841
155, Car,356541.09,4363495.96,37.7654,0.6172,-0.0439,61.795067,0.8411
155, Car,356541.33,4363496.22,37.8411,0.6443,-0.037,61.828433,0.8412
155, Car,356541.56,4363496.48,37.9175,0.6265,-0.0474,61.8618,0.8415
155, Car,356541.8,4363496.74,37.9934,0.6373,-0.0363,61.895167,0.8416
155, Car,356542.03,4363497,38.0708,0.6522,-0.041,61.928533,0.8418
155, Car,356542.27,4363497.27,38.149,0.6494,-0.0268,61.9619,0.8419
155, Car,356542.5,4363497.53,38.2263,0.6378,-0.0281,61.995267,0.842
155, Car,356542.74,4363497.8,38.3034,0.6455,-0.0379,62.028633,0.8421
155, Car,356542.98,4363498.06,38.3806,0.6397,-0.0369,62.062,0.8423
155, Car,356543.21,4363498.33,38.4565,0.6245,-0.0129,62.095367,0.8423
155, Car,356543.45,4363498.6,38.5307,0.6109,-0.0204,62.128733,0.8424
155, Car,356543.69,4363498.87,38.6041,0.6105,-0.0272,62.1621,0.8426
155, Car,356543.93,4363499.13,38.6756,0.5811,-0.0055,62.195467,0.8426
155, Car,356544.17,4363499.4,38.7443,0.5631,-0.0293,62.228833,0.8426
155, Car,356544.41,4363499.67,38.8108,0.543,-0.0023,62.2622,0.8428
155, Car,356544.65,4363499.94,38.8747,0.521,-0.0036,62.295567,0.8427
155, Car,356544.89,4363500.21,38.9359,0.4981,-0.0024,62.328933,0.8427
155, Car,356545.13,4363500.48,38.9954,0.4921,-0.0096,62.3623,0.8427
155, Car,356545.37,4363500.75,39.0531,0.4698,0.0126,62.395667,0.8428
155, Car,356545.62,4363501.02,39.1103,0.4814,0.0001,62.429033,0.8428
155, Car,356545.86,4363501.3,39.1678,0.4765,0.0062,62.4624,0.8428
155, Car,356546.1,4363501.57,39.2241,0.4611,0.0095,62.495767,0.8427
155, Car,356546.34,4363501.84,39.2801,0.4709,0.0082,62.529133,0.8426
155, Car,356546.59,4363502.11,39.3359,0.4591,0.0134,62.5625,0.8426
155, Car,356546.83,4363502.39,39.3907,0.4526,0.0215,62.595867,0.8425
155, Car,356547.07,4363502.66,39.4436,0.4279,0.0245,62.629233,0.8425
155, Car,356547.32,4363502.93,39.4943,0.4164,0.0218,62.6626,0.8423
155, Car,356547.56,4363503.21,39.5448,0.4238,0.0216,62.695967,0.8422
155, Car,356547.8,4363503.48,39.5933,0.384,0.0171,62.729333,0.8421
155, Car,356548.05,4363503.75,39.6393,0.3822,0.044,62.7627,0.842
155, Car,356548.29,4363504.03,39.6843,0.3671,0.0175,62.796067,0.8418
155, Car,356548.54,4363504.3,39.7263,0.3326,0.0302,62.829433,0.8418
155, Car,356548.78,4363504.57,39.7649,0.3093,0.0313,62.8628,0.8416
155, Car,356549.03,4363504.85,39.8022,0.313,0.0308,62.896167,0.8415
155, Car,356549.27,4363505.12,39.8366,0.2594,0.0283,62.929533,0.8415
155, Car,356549.52,4363505.4,39.8671,0.2474,0.0467,62.9629,0.8412
155, Car,356549.76,4363505.67,39.8948,0.2143,0.0285,62.996267,0.8411
155, Car,356550.01,4363505.95,39.919,0.1895,0.036,63.029633,0.841
155, Car,356550.26,4363506.23,39.9394,0.1487,0.0301,63.063,0.8409
155, Car,356550.51,4363506.5,39.9567,0.1404,0.0362,63.096367,0.8407
155, Car,356550.75,4363506.78,39.9701,0.083,0.0312,63.129733,0.8407
155, Car,356551,4363507.06,39.9791,0.0656,0.0331,63.1631,0.8406
155, Car,356551.25,4363507.34,39.9845,0.0243,0.0313,63.196467,0.8405
155, Car,356551.5,4363507.61,39.9847,-0.0199,0.0099,63.229833,0.8404
155, Car,356551.75,4363507.89,39.9804,-0.052,0.0495,63.2632,0.8403
155, Car,356552,4363508.17,39.9734,-0.0651,0.0073,63.296567,0.8401
155, Car,356552.25,4363508.45,39.9642,-0.0869,0.0223,63.329933,0.8401
155, Car,356552.5,4363508.73,39.9553,-0.0619,0.0264,63.3633,0.84
155, Car,356552.75,4363509.01,39.9463,-0.089,0.0224,63.396667,0.8399
155, Car,356553,4363509.28,39.9339,-0.116,0.0206,63.430033,0.8399
155, Car,356553.25,4363509.56,39.9173,-0.1614,0.0131,63.4634,0.8398
155, Car,356553.5,4363509.84,39.8967,-0.1813,0.0148,63.496767,0.8398
155, Car,356553.74,4363510.12,39.8728,-0.2173,0.0171,63.530133,0.8397
155, Car,356553.99,4363510.39,39.8444,-0.2544,0.0157,63.5635,0.8397
155, Car,356554.24,4363510.67,39.812,-0.285,0.0045,63.596867,0.8396
155, Car,356554.49,4363510.94,39.7759,-0.3172,0.0101,63.630233,0.8396
155, Car,356554.73,4363511.22,39.7369,-0.3323,0.0037,63.6636,0.8396
155, Car,356554.98,4363511.49,39.6942,-0.3775,-0.0093,63.696967,0.8396
155, Car,356555.22,4363511.77,39.6469,-0.4108,0.014,63.730333,0.8396
155, Car,356555.47,4363512.04,39.5964,-0.4299,-0.0035,63.7637,0.8396
155, Car,356555.71,4363512.31,39.543,-0.4594,-0.0209,63.797067,0.8397
155, Car,356555.95,4363512.58,39.4859,-0.4904,0.0168,63.830433,0.8397
155, Car,356556.2,4363512.85,39.4252,-0.5205,-0.0227,63.8638,0.8397
155, Car,356556.44,4363513.12,39.3615,-0.5402,-0.0005,63.897167,0.8397
155, Car,356556.68,4363513.39,39.2938,-0.5869,-0.0105,63.930533,0.8398
155, Car,356556.93,4363513.66,39.2238,-0.5791,-0.0154,63.9639,0.8397
155, Car,356557.17,4363513.93,39.1508,-0.6356,-0.0267,63.997267,0.8399
155, Car,356557.41,4363514.21,39.0736,-0.6499,-0.0162,64.030633,0.8399
155, Car,356557.65,4363514.48,38.9943,-0.6706,-0.0257,64.064,0.8398
155, Car,356557.9,4363514.75,38.9117,-0.7045,-0.0263,64.097367,0.84
155, Car,356558.14,4363515.02,38.8254,-0.7324,-0.0101,64.130733,0.8401
155, Car,356558.38,4363515.29,38.7365,-0.748,-0.0373,64.1641,0.8401
155, Car,356558.62,4363515.55,38.6455,-0.7682,-0.0268,64.197467,0.8403
155, Car,356558.86,4363515.82,38.5558,-0.7247,-0.0225,64.230833,0.8403
155, Car,356559.1,4363516.09,38.4766,-0.5945,-0.0259,64.2642,0.8404
155, Car,356559.34,4363516.36,38.41,-0.5131,-0.0367,64.297567,0.8406
155, Car,356559.58,4363516.62,38.3497,-0.491,-0.0215,64.330933,0.8407
155, Car,356559.82,4363516.89,38.3192,-0.5031,-0.0281,64.3643,0.8408
155, Car,356560.06,4363517.16,38.286,-0.5331,-0.0339,64.397667,0.8409
155, Car,356560.29,4363517.42,38.2497,-0.5509,-0.032,64.431033,0.841
155, Car,356560.53,4363517.68,38.2112,-0.5658,-0.0358,64.4644,0.8412
155, Car,356560.76,4363517.95,38.1712,-0.5677,-0.029,64.497767,0.8413
155, Car,356561,4363518.21,38.1288,-0.5991,-0.03,64.531133,0.8414
155, Car,356561.23,4363518.47,38.0839,-0.5974,-0.037,64.5645,0.8416
155, Car,356561.46,4363518.73,38.0374,-0.6125,-0.0394,64.597867,0.8417
155, Car,356561.69,4363518.99,37.9886,-0.6189,-0.0255,64.631233,0.8419
155, Car,356561.92,4363519.24,37.9372,-0.6374,-0.0369,64.6646,0.842
155, Car,356562.15,4363519.5,37.8833,-0.6375,-0.0341,64.697967,0.842
155, Car,356562.38,4363519.75,37.8288,-0.6194,-0.0259,64.731333,0.8421
155, Car,356562.6,4363520.01,37.7726,-0.6359,-0.0572,64.7647,0.8421
155, Car,356562.83,4363520.27,37.7148,-0.6083,-0.0212,64.798067,0.8422
155, Car,356563.07,4363520.53,37.6555,-0.6219,-0.0276,64.831433,0.8422
155, Car, ,,,,,,
160, Car,356478.2,4363423.45,37.7824,-2.4999,-0.0117,53.3533,0.8714
160, Car,356478.44,4363423.73,37.5774,-2.4817,-0.0132,53.386667,0.8715
160, Car,356478.67,4363424.01,37.3767,-2.53,-0.0256,53.420033,0.8715
160, Car,356478.9,4363424.28,37.1793,-2.5171,-0.0085,53.4534,0.8715
160, Car,356479.14,4363424.56,36.9864,-2.5297,-0.0101,53.486767,0.8716
160, Car,356479.37,4363424.84,36.7989,-2.4941,-0.0062,53.520133,0.8717
160, Car,356479.6,4363425.11,36.6162,-2.5042,-0.0067,53.5535,0.8716
160, Car,356479.83,4363425.39,36.4371,-2.4811,0.0013,53.586867,0.8718
160, Car,356480.06,4363425.66,36.2635,-2.4525,-0.001,53.620233,0.8718
160, Car,356480.29,4363425.93,36.0953,-2.425,0.0077,53.6536,0.8717
160, Car,356480.51,4363426.2,35.9321,-2.3947,0.0128,53.686967,0.8719
160, Car,356480.73,4363426.46,35.7732,-2.3758,0.0033,53.720333,0.8719
160, Car,356480.95,4363426.72,35.6185,-2.3416,0.0127,53.7537,0.872
160, Car,356481.17,4363426.98,35.4691,-2.3025,0.0151,53.787067,0.8719
160, Car,356481.38,4363427.23,35.3253,-2.2576,0.0153,53.820433,0.8719
160, Car,356481.59,4363427.48,35.1866,-2.2244,0.0211,53.8538,0.872
160, Car,356481.79,4363427.72,34.9176,-2.253,0.0316,53.887167,0.8719
160, Car,356482,4363427.96,34.6452,-2.2823,0.0346,53.920533,0.8719
160, Car,356482.2,4363428.2,34.3707,-2.2895,0.042,53.9539,0.8717
160, Car,356482.4,4363428.44,34.0953,-2.295,0.0273,53.987267,0.8716
160, Car,356482.6,4363428.68,33.8214,-2.2654,0.0618,54.020633,0.8714
160, Car,356482.79,4363428.91,33.5514,-2.2308,0.0462,54.054,0.8713
160, Car,356482.99,4363429.14,33.2872,-2.1683,0.0596,54.087367,0.8712
160, Car,356483.18,4363429.37,33.0317,-2.0858,0.0693,54.120733,0.871
160, Car,356483.37,4363429.6,32.7862,-2.001,0.074,54.1541,0.8708
160, Car,356483.56,4363429.83,32.5521,-1.8969,0.086,54.187467,0.8704
160, Car,356483.75,4363430.05,32.3323,-1.7627,0.1034,54.220833,0.8701
160, Car,356483.94,4363430.27,32.1291,-1.6213,0.0825,54.2542,0.8697
160, Car,356484.13,4363430.5,31.9424,-1.4874,0.1182,54.287567,0.8694
160, Car,356484.32,4363430.72,31.7722,-1.3463,0.1204,54.320933,0.8687
160, Car,356484.5,4363430.94,31.6179,-1.2218,0.1042,54.3543,0.8683
160, Car,356484.69,4363431.16,31.4791,-1.0894,0.1343,54.387667,0.8677
160, Car,356484.87,4363431.37,31.3504,-1.0537,0.1324,54.421033,0.8672
160, Car,356485.06,4363431.59,31.2299,-0.9532,0.1398,54.4544,0.8666
160, Car,356485.24,4363431.81,31.1178,-0.9122,0.1478,54.487767,0.8659
160, Car,356485.42,4363432.02,31.0134,-0.8264,0.1478,54.521133,0.8653
160, Car,356485.61,4363432.24,30.9157,-0.8004,0.1544,54.5545,0.865
160, Car,356485.79,4363432.46,30.8235,-0.7351,0.1589,54.587867,0.8642
160, Car,356485.97,4363432.67,30.7385,-0.6799,0.1557,54.621233,0.8635
160, Car,356486.16,4363432.89,30.6592,-0.64,0.1552,54.6546,0.8627
160, Car,356486.34,4363433.1,30.5841,-0.6118,0.169,54.687967,0.862
160, Car,356486.53,4363433.31,30.5134,-0.5644,0.1609,54.721333,0.8613
160, Car,356486.71,4363433.53,30.4488,-0.5112,0.1732,54.7547,0.8605
160, Car,356486.9,4363433.75,30.3888,-0.4881,0.1644,54.788067,0.8597
160, Car,356487.08,4363433.96,30.3321,-0.4566,0.1726,54.821433,0.8589
160, Car,356487.27,4363434.17,30.2782,-0.4404,0.1683,54.8548,0.8581
160, Car,356487.45,4363434.39,30.2277,-0.3999,0.1774,54.888167,0.8573
160, Car,356487.64,4363434.6,30.1799,-0.3965,0.1574,54.921533,0.8566
160, Car,356487.82,4363434.81,30.1341,-0.3657,0.1716,54.9549,0.8558
160, Car,356488,4363435.02,30.0905,-0.3611,0.1663,54.988267,0.8551
160, Car,356488.19,4363435.23,30.0485,-0.3376,0.1617,55.021633,0.8544
160, Car,356488.37,4363435.44,30.0081,-0.335,0.1602,55.055,0.8537
160, Car,356488.55,4363435.65,29.9672,-0.3463,0.1506,55.088367,0.8531
160, Car,356488.73,4363435.86,29.9261,-0.3377,0.1613,55.121733,0.8525
160, Car,356488.92,4363436.07,29.8853,-0.3423,0.1472,55.1551,0.8518
160, Car,356489.1,4363436.28,29.8447,-0.3334,0.1328,55.188467,0.8513
160, Car,356489.28,4363436.48,29.8036,-0.35,0.1377,55.221833,0.8507
160, Car,356489.46,4363436.69,29.7588,-0.3964,0.131,55.2552,0.8501
160, Car,356489.64,4363436.9,29.7097,-0.4211,0.1271,55.288567,0.8497
160, Car,356489.82,4363437.1,29.6589,-0.4252,0.1142,55.321933,0.8491
160, Car,356490,4363437.31,29.6075,-0.4299,0.1144,55.3553,0.8487
160, Car,356490.18,4363437.51,29.5567,-0.4162,0.108,55.388667,0.8483
160, Car,356490.37,4363437.72,29.5077,-0.399,0.0903,55.422033,0.8478
160, Car,356490.55,4363437.92,29.4609,-0.3811,0.0945,55.4554,0.8474
160, Car,356490.73,4363438.13,29.4155,-0.3737,0.0898,55.488767,0.8471
160, Car,356490.91,4363438.33,29.3716,-0.3573,0.0891,55.522133,0.8467
160, Car,356491.09,4363438.53,29.328,-0.3696,0.0812,55.5555,0.8464
160, Car,356491.27,4363438.74,29.2853,-0.3417,0.0597,55.588867,0.8461
160, Car,356491.45,4363438.94,29.2453,-0.3245,0.0666,55.622233,0.8458
160, Car,356491.63,4363439.14,29.2068,-0.3156,0.0677,55.6556,0.8456
160, Car,356491.81,4363439.34,29.1692,-0.3113,0.0668,55.688967,0.8454
160, Car,356491.99,4363439.55,29.1337,-0.2783,0.0382,55.722333,0.8452
160, Car,356492.17,4363439.75,29.1003,-0.2786,0.0477,55.7557,0.8451
160, Car,356492.35,4363439.95,29.0667,-0.2803,0.0479,55.789067,0.8448
160, Car,356492.52,4363440.15,29.0348,-0.2505,0.0332,55.822433,0.8446
160, Car,356492.7,4363440.36,29.0047,-0.2514,0.0253,55.8558,0.8446
160, Car,356492.88,4363440.56,28.9764,-0.2195,0.0368,55.889167,0.8445
160, Car,356493.06,4363440.76,28.9494,-0.23,0.0136,55.922533,0.8444
160, Car,356493.24,4363440.96,28.924,-0.1933,0.0165,55.9559,0.8443
160, Car,356493.41,4363441.16,28.9004,-0.2006,-0.0001,55.989267,0.8442
160, Car,356493.59,4363441.36,28.8771,-0.1865,0.0136,56.022633,0.8442
160, Car,356493.77,4363441.55,28.8561,-0.1636,0.0012,56.056,0.8442
160, Car,356493.95,4363441.75,28.8364,-0.1633,-0.0087,56.089367,0.8442
160, Car,356494.12,4363441.95,28.8187,-0.1317,-0.0015,56.122733,0.8442
160, Car,356494.3,4363442.15,28.8023,-0.1418,-0.0174,56.1561,0.8443
160, Car,356494.48,4363442.35,28.7858,-0.1326,-0.0127,56.189467,0.8443
160, Car,356494.65,4363442.55,28.7696,-0.137,-0.0235,56.222833,0.8444
160, Car,356494.83,4363442.75,28.7535,-0.1322,-0.0175,56.2562,0.8445
160, Car,356495,4363442.94,28.7381,-0.1234,-0.0304,56.289567,0.8445
160, Car,356495.18,4363443.14,28.7257,-0.0826,-0.0289,56.322933,0.8448
160, Car,356495.36,4363443.34,28.7148,-0.0987,-0.0359,56.3563,0.845
160, Car,356495.53,4363443.54,28.705,-0.065,-0.0377,56.389667,0.845
160, Car,356495.71,4363443.74,28.6985,-0.0429,-0.0353,56.423033,0.8453
160, Car,356495.88,4363443.94,28.6928,-0.0528,-0.0414,56.4564,0.8455
160, Car,356496.06,4363444.13,28.6879,-0.0284,-0.0554,56.489767,0.8458
160, Car,356496.24,4363444.33,28.6841,-0.0344,-0.035,56.523133,0.8459
160, Car,356496.41,4363444.53,28.6813,-0.0138,-0.0592,56.5565,0.8461
160, Car,356496.59,4363444.73,28.6809,0.0081,-0.0589,56.589867,0.8465
160, Car,356496.77,4363444.93,28.6824,0.0167,-0.0377,56.623233,0.8467
160, Car,356496.94,4363445.13,28.6844,0.0164,-0.0484,56.6566,0.8469
160, Car,356497.12,4363445.33,28.6861,0.0122,-0.0577,56.689967,0.8473
160, Car,356497.29,4363445.53,28.6887,0.0317,-0.0706,56.723333,0.8476
160, Car,356497.47,4363445.73,28.6927,0.0333,-0.0457,56.7567,0.8479
160, Car,356497.65,4363445.93,28.6979,0.0536,-0.0618,56.790067,0.8481
160, Car,356497.82,4363446.13,28.7044,0.0544,-0.0688,56.823433,0.8484
160, Car,356498,4363446.33,28.7104,0.0466,-0.0439,56.8568,0.8487
160, Car,356498.17,4363446.53,28.7172,0.0668,-0.0518,56.890167,0.8489
160, Car,356498.35,4363446.73,28.7251,0.0642,-0.0663,56.923533,0.8491
160, Car,356498.53,4363446.93,28.7327,0.0626,-0.063,56.9569,0.8494
160, Car,356498.7,4363447.13,28.74,0.0589,-0.0408,56.990267,0.8498
160, Car,356498.88,4363447.33,28.7477,0.0689,-0.0614,57.023633,0.8499
160, Car,356499.05,4363447.53,28.7568,0.0821,-0.0485,57.057,0.8502
160, Car,356499.23,4363447.73,28.765,0.0558,-0.0547,57.090367,0.8505
160, Car,356499.4,4363447.93,28.7726,0.0697,-0.0487,57.123733,0.8506
160, Car,356499.58,4363448.13,28.7797,0.0493,-0.05,57.1571,0.8508
160, Car,356499.76,4363448.33,28.7867,0.0663,-0.0338,57.190467,0.8511
160, Car,356499.93,4363448.53,28.7941,0.0568,-0.0625,57.223833,0.8513
160, Car,356500.11,4363448.73,28.8004,0.0492,-0.0283,57.2572,0.8514
160, Car,356500.28,4363448.93,28.8075,0.0686,-0.0514,57.290567,0.8516
160, Car,356500.46,4363449.13,28.817,0.0888,-0.0404,57.323933,0.8517
160, Car,356500.63,4363449.33,28.8261,0.0636,-0.0263,57.3573,0.8519
160, Car,356500.81,4363449.53,28.8348,0.0803,-0.0258,57.390667,0.852
160, Car,356500.99,4363449.73,28.8444,0.0803,-0.0405,57.424033,0.8522
160, Car,356501.16,4363449.93,28.8546,0.09,-0.0291,57.4574,0.8523
160, Car,356501.34,4363450.14,28.8656,0.0924,-0.0249,57.490767,0.8525
160, Car,356501.51,4363450.34,28.8765,0.0888,-0.0099,57.524133,0.8525
160, Car,356501.69,4363450.54,28.8886,0.1127,-0.0351,57.5575,0.8527
160, Car,356501.87,4363450.74,28.902,0.1101,-0.0192,57.590867,0.8527
160, Car,356502.04,4363450.94,28.9144,0.0968,-0.0105,57.624233,0.8527
160, Car,356502.22,4363451.14,28.9269,0.1116,-0.0117,57.6576,0.8528
160, Car,356502.4,4363451.35,28.9408,0.1193,-0.025,57.690967,0.8529
160, Car,356502.57,4363451.55,28.9547,0.1129,-0.0044,57.724333,0.853
160, Car,356502.75,4363451.75,28.9695,0.1326,0.0111,57.7577,0.853
160, Car,356502.93,4363451.95,28.9853,0.1304,-0.0094,57.791067,0.853
160, Car,356503.1,4363452.16,28.9996,0.1091,0.0044,57.824433,0.853
160, Car,356503.28,4363452.36,29.0144,0.137,0.0023,57.8578,0.8531
160, Car,356503.46,4363452.56,29.0312,0.1425,-0.0035,57.891167,0.853
160, Car,356503.63,4363452.76,29.0482,0.1408,0.0071,57.924533,0.8529
160, Car,356503.81,4363452.97,29.0643,0.1266,0.0085,57.9579,0.853
160, Car,356503.99,4363453.17,29.0809,0.1501,0.0227,57.991267,0.853
160, Car,356504.16,4363453.37,29.0988,0.1473,-0.0002,58.024633,0.8528
160, Car,356504.34,4363453.57,29.1155,0.1316,0.0371,58.058,0.8527
160, Car,356504.52,4363453.78,29.1318,0.139,0.0111,58.091367,0.8526
160, Car,356504.7,4363453.98,29.1487,0.1419,0.0346,58.124733,0.8526
160, Car,356504.87,4363454.18,29.1651,0.1313,0.0256,58.1581,0.8525
160, Car,356505.05,4363454.39,29.181,0.1341,0.0274,58.191467,0.8524
160, Car,356505.23,4363454.59,29.1972,0.1352,0.0132,58.224833,0.8523
160, Car,356505.41,4363454.79,29.2141,0.1471,0.0504,58.2582,0.8521
160, Car,356505.58,4363455,29.232,0.1497,0.0317,58.291567,0.852
160, Car,356505.76,4363455.2,29.25,0.1508,0.035,58.324933,0.8518
160, Car,356505.94,4363455.41,29.2683,0.1542,0.0389,58.3583,0.8516
160, Car,356506.12,4363455.61,29.2868,0.1538,0.0372,58.391667,0.8513
160, Car,356506.3,4363455.81,29.3061,0.1678,0.0326,58.425033,0.8512
160, Car,356506.48,4363456.02,29.3255,0.1549,0.0381,58.4584,0.851
160, Car,356506.66,4363456.22,29.345,0.1689,0.0377,58.491767,0.8508
160, Car,356506.84,4363456.43,29.3657,0.1759,0.0481,58.525133,0.8506
160, Car,356507.02,4363456.63,29.3874,0.1858,0.0235,58.5585,0.8504
160, Car,356507.2,4363456.84,29.4094,0.1813,0.0494,58.591867,0.8502
160, Car,356507.38,4363457.04,29.4313,0.1831,0.0459,58.625233,0.85
160, Car,356507.56,4363457.25,29.4539,0.1925,0.0305,58.6586,0.8497
160, Car,356507.74,4363457.45,29.4769,0.1899,0.0324,58.691967,0.8495
160, Car,356507.92,4363457.66,29.5004,0.2013,0.0512,58.725333,0.8494
160, Car,356508.1,4363457.86,29.526,0.2252,0.0233,58.7587,0.8492
160, Car,356508.28,4363458.07,29.5521,0.2107,0.0321,58.792067,0.849
160, Car,356508.46,4363458.27,29.5779,0.2178,0.0337,58.825433,0.8489
160, Car,356508.64,4363458.48,29.6049,0.2322,0.0316,58.8588,0.8488
160, Car,356508.82,4363458.69,29.6324,0.2253,0.0343,58.892167,0.8486
160, Car,356509,4363458.89,29.6607,0.2457,0.0312,58.925533,0.8486
160, Car,356509.19,4363459.1,29.6894,0.2324,0.0191,58.9589,0.8484
160, Car,356509.37,4363459.3,29.7168,0.2237,0.0315,58.992267,0.8483
160, Car,356509.55,4363459.51,29.7436,0.2227,0.0099,59.025633,0.8482
160, Car,356509.73,4363459.72,29.7701,0.2177,0.0275,59.059,0.8481
160, Car,356509.91,4363459.92,29.7961,0.2154,0.0137,59.092367,0.8481
160, Car,356510.1,4363460.13,29.8215,0.2078,0.0068,59.125733,0.848
160, Car,356510.28,4363460.34,29.8466,0.2109,0.0065,59.1591,0.848
160, Car,356510.46,4363460.54,29.8728,0.225,0.0127,59.192467,0.848
160, Car,356510.64,4363460.75,29.9003,0.2333,0.0113,59.225833,0.8479
160, Car,356510.83,4363460.96,29.9283,0.2321,0.0037,59.2592,0.8479
160, Car,356511.01,4363461.17,29.9559,0.2278,0.001,59.292567,0.8479
160, Car,356511.2,4363461.38,29.9849,0.2546,0.0042,59.325933,0.848
160, Car,356511.38,4363461.58,30.0155,0.2546,0.0007,59.3593,0.8479
160, Car,356511.56,4363461.79,30.0453,0.2415,-0.0096,59.392667,0.848
160, Car,356511.75,4363462,30.0766,0.2811,-0.0129,59.426033,0.8481
160, Car,356511.93,4363462.21,30.1103,0.279,-0.0024,59.4594,0.848
160, Car,356512.12,4363462.42,30.1452,0.3026,-0.0004,59.492767,0.848
160, Car,356512.31,4363462.63,30.1816,0.3027,0.0001,59.526133,0.8482
160, Car,356512.49,4363462.84,30.2192,0.3238,-0.0293,59.5595,0.8482
160, Car,356512.68,4363463.05,30.2589,0.3375,0.0028,59.592867,0.8482
160, Car,356512.86,4363463.26,30.2998,0.3429,-0.0049,59.626233,0.8483
160, Car,356513.05,4363463.47,30.3423,0.3652,-0.0281,59.6596,0.8484
160, Car,356513.23,4363463.68,30.3877,0.3904,-0.0011,59.692967,0.8485
160, Car,356513.42,4363463.89,30.4361,0.4147,-0.0156,59.726333,0.8486
160, Car,356513.6,4363464.11,30.4858,0.4135,-0.0294,59.7597,0.8486
160, Car,356513.79,4363464.32,30.537,0.4391,0,59.793067,0.8486
160, Car,356513.97,4363464.53,30.5915,0.4676,-0.0168,59.826433,0.8487
160, Car,356514.16,4363464.74,30.6483,0.4785,-0.0299,59.8598,0.8488
160, Car,356514.35,4363464.95,30.7081,0.5174,-0.0201,59.893167,0.8488
160, Car,356514.53,4363465.16,30.7693,0.5018,-0.0181,59.926533,0.8489
160, Car,356514.72,4363465.38,30.8307,0.5197,-0.0166,59.9599,0.8489
160, Car,356514.91,4363465.59,30.8934,0.5253,-0.0162,59.993267,0.849
160, Car,356515.1,4363465.8,30.9588,0.5626,-0.0229,60.026633,0.8491
160, Car,356515.29,4363466.02,31.0274,0.5799,-0.0066,60.06,0.8492
160, Car,356515.48,4363466.23,31.0973,0.5829,-0.0118,60.093367,0.8492
160, Car,356515.67,4363466.45,31.1701,0.6298,-0.0202,60.126733,0.8493
160, Car,356515.86,4363466.66,31.2466,0.6433,-0.0117,60.1601,0.8495
160, Car,356516.05,4363466.88,31.3249,0.6606,-0.0071,60.193467,0.8495
160, Car,356516.24,4363467.1,31.4047,0.6685,-0.0202,60.226833,0.8496
160, Car,356516.43,4363467.32,31.4854,0.6758,-0.0138,60.2602,0.8497
160, Car,356516.62,4363467.54,31.5679,0.697,-0.0035,60.293567,0.8498
160, Car,356516.82,4363467.76,31.6535,0.7289,-0.0094,60.326933,0.8498
160, Car,356517.01,4363467.98,31.74,0.711,-0.0087,60.3603,0.8498
160, Car,356517.21,4363468.2,31.8269,0.7358,-0.0044,60.393667,0.8499
160, Car,356517.4,4363468.42,31.9166,0.7572,0.0075,60.427033,0.8499
160, Car,356517.6,4363468.65,32.0077,0.7597,0.0035,60.4604,0.85
