Vehicle ID,Type,x [m],y [m],Speed [km/h],Tan. Acc. [ms-2],Lat. Acc. [ms-2],Time [s], Angle [rad]
1, Car,356492.03,4363440.42,23.8829,-0.0555,-0.0209,0,0.8587
1, Car,356492.18,4363440.59,23.8771,-0.0403,-0.0308,0.033367,0.8587
1, Car,356492.32,4363440.76,23.874,-0.0108,0.0051,0.066733,0.8588
1, Car,356492.47,4363440.93,23.8746,0.0205,-0.026,0.1001,0.8588
1, Car,356492.61,4363441.1,23.8789,0.0511,-0.0223,0.133467,0.8588
1, Car,356492.75,4363441.26,23.8863,0.0715,-0.0166,0.166833,0.8588
1, Car,356492.9,4363441.43,23.8977,0.1189,-0.0096,0.2002,0.8588
1, Car,356493.04,4363441.6,23.9129,0.1333,0,0.233567,0.8588
1, Car,356493.19,4363441.77,23.9321,0.1872,-0.0411,0.266933,0.8589
1, Car,356493.33,4363441.93,23.9542,0.1812,-0.024,0.3003,0.859
1, Car,356493.48,4363442.1,23.9804,0.2542,-0.0199,0.333667,0.8591
1, Car,356493.62,4363442.27,24.0123,0.2768,-0.0191,0.367033,0.8592
1, Car,356493.77,4363442.44,24.0477,0.3133,-0.0244,0.4004,0.8591
1, Car,356493.91,4363442.6,24.084,0.2916,-0.0307,0.433767,0.8592
1, Car,356494.05,4363442.77,24.1216,0.3335,-0.0253,0.467133,0.8592
1, Car,356494.2,4363442.94,24.0263,0.1259,-0.0353,0.5005,0.8594
1, Car,356494.34,4363443.11,24.0408,0.1154,-0.0237,0.533867,0.8595
1, Car,356494.49,4363443.27,24.0569,0.153,-0.0022,0.567233,0.8596
1, Car,356494.63,4363443.44,24.0753,0.152,-0.0313,0.6006,0.8596
1, Car,356494.78,4363443.61,24.0941,0.1615,-0.0232,0.633967,0.8598
1, Car,356494.92,4363443.78,24.1149,0.1845,-0.03,0.667333,0.8599
1, Car,356495.07,4363443.95,24.1373,0.1894,-0.0204,0.7007,0.8601
1, Car,356495.21,4363444.12,24.1603,0.1927,-0.0248,0.734067,0.8602
1, Car,356495.36,4363444.29,24.185,0.2188,-0.0186,0.767433,0.8604
1, Car,356495.51,4363444.46,24.212,0.2316,-0.0277,0.8008,0.8606
1, Car,356495.65,4363444.63,24.2405,0.243,-0.0338,0.834167,0.8608
1, Car,356495.8,4363444.8,24.2701,0.2485,-0.0215,0.867533,0.8609
1, Car,356495.95,4363444.97,24.3009,0.2655,-0.0104,0.9009,0.8611
1, Car,356496.09,4363445.14,24.3332,0.2725,-0.03,0.934267,0.8611
1, Car,356496.24,4363445.31,24.3667,0.2851,-0.0282,0.967633,0.8613
1, Car,356496.39,4363445.48,24.4024,0.3082,-0.0371,1.001,0.8614
1, Car,356496.54,4363445.66,24.4399,0.3164,-0.0204,1.034367,0.8616
1, Car,356496.68,4363445.83,24.478,0.3189,-0.0212,1.067733,0.8619
1, Car,356496.83,4363446,24.5176,0.3398,-0.0228,1.1011,0.8619
1, Car,356496.98,4363446.17,24.5584,0.3392,-0.0196,1.134467,0.8619
1, Car,356497.13,4363446.35,24.6006,0.3643,-0.0132,1.167833,0.8621
1, Car,356497.28,4363446.52,24.645,0.3741,-0.0176,1.2012,0.8623
1, Car,356497.42,4363446.69,24.6907,0.3876,-0.0374,1.234567,0.8624
1, Car,356497.57,4363446.86,24.7372,0.3866,-0.0109,1.267933,0.8624
1, Car,356497.72,4363447.04,24.7848,0.4058,-0.0098,1.3013,0.8625
1, Car,356497.87,4363447.21,24.8346,0.4228,-0.008,1.334667,0.8625
1, Car,356498.02,4363447.39,24.8851,0.4182,-0.0117,1.368033,0.8626
1, Car,356498.17,4363447.56,24.9342,0.3998,-0.0284,1.4014,0.8628
1, Car,356498.32,4363447.74,24.9827,0.4066,0.0003,1.434767,0.8627
1, Car,356498.47,4363447.91,25.0315,0.4069,-0.0011,1.468133,0.8628
1, Car,356498.62,4363448.09,25.0807,0.412,-0.0042,1.5015,0.8628
1, Car,356498.77,4363448.26,25.1313,0.4306,-0.0024,1.534867,0.8629
1, Car,356498.92,4363448.44,25.1834,0.4373,0.0038,1.568233,0.8628
1, Car,356499.07,4363448.62,25.2364,0.4447,-0.0072,1.6016,0.8629
1, Car,356499.22,4363448.79,25.2904,0.4553,0.0022,1.634967,0.8629
1, Car,356499.38,4363448.97,25.3461,0.4711,0.0036,1.668333,0.8628
1, Car,356499.53,4363449.15,25.4032,0.4802,0.0038,1.7017,0.8628
1, Car,356499.68,4363449.33,25.4621,0.4995,0.0086,1.735067,0.8628
1, Car,356499.84,4363449.51,25.5227,0.5102,0.0136,1.768433,0.8628
1, Car,356499.99,4363449.69,25.5848,0.5234,0.0052,1.8018,0.8626
1, Car,356500.14,4363449.87,25.6475,0.5204,0.0023,1.835167,0.8625
1, Car,356500.3,4363450.05,25.7116,0.5465,0.0397,1.868533,0.8625
1, Car,356500.46,4363450.23,25.7778,0.5565,-0.0076,1.9019,0.8625
1, Car,356500.61,4363450.42,25.8454,0.5695,0.0181,1.935267,0.8624
1, Car,356500.77,4363450.6,25.9144,0.5784,0.023,1.968633,0.8623
1, Car,356500.92,4363450.78,25.9852,0.6004,0.0281,2.002,0.8622
1, Car,356501.08,4363450.96,26.0572,0.5989,0.0289,2.035367,0.8621
1, Car,356501.24,4363451.15,26.1301,0.6159,0.0024,2.068733,0.862
1, Car,356501.4,4363451.33,26.2056,0.64,0.0326,2.1021,0.8618
1, Car,356501.55,4363451.51,26.2826,0.6426,0.0242,2.135467,0.8618
1, Car,356501.71,4363451.7,26.3611,0.6645,0.0352,2.168833,0.8617
1, Car,356501.87,4363451.88,26.4418,0.6797,0.0338,2.2022,0.8615
1, Car,356502.03,4363452.07,26.5241,0.6906,0.021,2.235567,0.8613
1, Car,356502.19,4363452.25,26.6073,0.6945,0.0367,2.268933,0.8611
1, Car,356502.35,4363452.44,26.692,0.7161,0.0254,2.3023,0.8611
1, Car,356502.51,4363452.63,26.7773,0.7033,0.0385,2.335667,0.8611
1, Car,356502.67,4363452.82,26.8619,0.7061,0.0319,2.369033,0.8608
1, Car,356502.83,4363453,26.9468,0.7071,0.0376,2.4024,0.8608
1, Car,356502.99,4363453.19,27.0339,0.7425,0.0461,2.435767,0.8605
1, Car,356503.16,4363453.38,27.1233,0.7463,0.0346,2.469133,0.8603
1, Car,356503.32,4363453.57,27.2136,0.7563,0.0322,2.5025,0.8601
1, Car,356503.49,4363453.76,27.3059,0.7807,0.0335,2.535867,0.86
1, Car,356503.65,4363453.95,27.3996,0.7804,0.0452,2.569233,0.8599
1, Car,356503.82,4363454.15,27.4949,0.8061,0.0324,2.6026,0.8596
1, Car,356503.98,4363454.34,27.5924,0.8175,0.0366,2.635967,0.8592
1, Car,356504.15,4363454.53,27.6909,0.8216,0.0377,2.669333,0.8592
1, Car,356504.32,4363454.73,27.7914,0.8517,0.0412,2.7027,0.8589
1, Car,356504.49,4363454.92,27.8934,0.8477,0.0502,2.736067,0.8587
1, Car,356504.65,4363455.12,27.9959,0.859,0.0192,2.769433,0.8586
1, Car,356504.83,4363455.32,28.1,0.8742,0.0446,2.8028,0.8584
1, Car,356505,4363455.51,28.2056,0.8826,0.0195,2.836167,0.8583
1, Car,356505.17,4363455.71,28.3121,0.8908,0.042,2.869533,0.8579
1, Car,356505.34,4363455.91,28.4192,0.8936,0.0191,2.9029,0.8578
1, Car,356505.51,4363456.11,28.5268,0.8976,0.0498,2.936267,0.8577
1, Car,356505.69,4363456.31,28.6358,0.9179,0.0079,2.969633,0.8576
1, Car,356505.86,4363456.51,28.7465,0.9242,0.0223,3.003,0.8574
1, Car,356506.04,4363456.71,28.8574,0.9227,0.0243,3.036367,0.8573
1, Car,356506.21,4363456.92,28.969,0.9357,0.0216,3.069733,0.8571
1, Car,356506.39,4363457.12,29.0807,0.9231,0.0375,3.1031,0.857
1, Car,356506.56,4363457.32,29.1927,0.9428,-0.0015,3.136467,0.857
1, Car,356506.74,4363457.53,29.3059,0.9407,0.0148,3.169833,0.8569
1, Car,356506.92,4363457.73,29.4187,0.9383,0.0128,3.2032,0.8568
1, Car,356507.1,4363457.94,29.5312,0.9349,-0.0022,3.236567,0.8569
1, Car,356507.28,4363458.15,29.6434,0.9333,0.0034,3.269933,0.8569
1, Car,356507.46,4363458.35,29.7548,0.9214,0.01,3.3033,0.8568
1, Car,356507.64,4363458.56,29.8663,0.9343,0.0069,3.336667,0.8568
1, Car,356507.82,4363458.77,29.9777,0.9209,-0.0186,3.370033,0.8567
1, Car,356508,4363458.98,30.0889,0.9317,0.0049,3.4034,0.8569
1, Car,356508.18,4363459.19,30.2018,0.9468,-0.0052,3.436767,0.857
1, Car,356508.37,4363459.4,30.315,0.9378,-0.0043,3.470133,0.8569
1, Car,356508.55,4363459.62,30.4285,0.9531,-0.016,3.5035,0.8569
1, Car,356508.73,4363459.83,30.5435,0.9606,-0.0008,3.536867,0.8571
1, Car,356508.92,4363460.04,30.6584,0.9535,0.0031,3.570233,0.8572
1, Car,356509.11,4363460.26,30.7746,0.9815,-0.0099,3.6036,0.8573
1, Car,356509.29,4363460.48,30.8924,0.9802,0.0011,3.636967,0.8573
1, Car,356509.48,4363460.69,31.0092,0.9638,-0.0054,3.670333,0.8575
1, Car,356509.67,4363460.91,31.1273,1.0022,-0.0008,3.7037,0.8575
1, Car,356509.86,4363461.13,31.2468,0.9872,0.0114,3.737067,0.8576
1, Car,356510.05,4363461.35,31.3661,0.999,-0.0011,3.770433,0.8577
1, Car,356510.24,4363461.57,31.486,0.9976,0.0121,3.8038,0.8579
1, Car,356510.43,4363461.79,31.6067,1.0119,0.0119,3.837167,0.8579
1, Car,356510.62,4363462.01,31.7278,1.0055,0.0336,3.870533,0.858
1, Car,356510.82,4363462.24,31.8494,1.0194,0.0288,3.9039,0.8579
1, Car,356511.01,4363462.46,31.972,1.0206,0.0229,3.937267,0.8578
1, Car,356511.2,4363462.68,32.0961,1.0469,0.0248,3.970633,0.8579
1, Car,356511.4,4363462.91,32.2216,1.042,0.0453,4.004,0.8578
1, Car,356511.59,4363463.14,32.3464,1.0359,0.0523,4.037367,0.8576
1, Car,356511.79,4363463.36,32.4713,1.0436,0.041,4.070733,0.8575
1, Car,356511.99,4363463.59,32.5973,1.054,0.0584,4.1041,0.8573
1, Car,356512.18,4363463.82,32.7251,1.0746,0.0666,4.137467,0.857
1, Car,356512.38,4363464.05,32.8523,1.0427,0.0845,4.170833,0.8568
1, Car,356512.58,4363464.28,32.9784,1.057,0.0893,4.2042,0.8565
1, Car,356512.78,4363464.51,33.1047,1.0459,0.0732,4.237567,0.8562
1, Car,356512.98,4363464.74,33.2304,1.0468,0.108,4.270933,0.8557
1, Car,356513.19,4363464.97,33.3561,1.0472,0.1138,4.3043,0.8554
1, Car,356513.39,4363465.21,33.4821,1.0507,0.1056,4.337667,0.855
1, Car,356513.59,4363465.44,33.6085,1.0528,0.1144,4.371033,0.8546
1, Car,356513.8,4363465.68,33.7357,1.0656,0.1467,4.4044,0.8541
1, Car,356514,4363465.91,33.8646,1.08,0.1055,4.437767,0.8536
1, Car,356514.21,4363466.15,33.993,1.0585,0.138,4.471133,0.853
1, Car,356514.42,4363466.39,34.1214,1.0787,0.141,4.5045,0.8525
1, Car,356514.63,4363466.63,34.2509,1.0776,0.1491,4.537867,0.8519
1, Car,356514.83,4363466.87,34.3813,1.0938,0.1446,4.571233,0.8513
1, Car,356515.05,4363467.11,34.5139,1.1136,0.1444,4.6046,0.8507
1, Car,356515.26,4363467.35,34.6465,1.094,0.1538,4.637967,0.8501
1, Car,356515.47,4363467.59,34.7787,1.1084,0.1429,4.671333,0.8495
1, Car,356515.68,4363467.83,34.914,1.1436,0.1636,4.7047,0.8488
1, Car,356515.9,4363468.08,35.0497,1.1159,0.1559,4.738067,0.8482
1, Car,356516.11,4363468.32,35.1851,1.1382,0.1475,4.771433,0.8475
1, Car,356516.33,4363468.56,35.3228,1.1545,0.1599,4.8048,0.8469
1, Car,356516.55,4363468.81,35.4621,1.1651,0.1623,4.838167,0.8462
1, Car,356516.77,4363469.06,35.6023,1.169,0.1521,4.871533,0.8456
1, Car,356516.98,4363469.3,35.7436,1.1839,0.1515,4.9049,0.8453
1, Car,356517.2,4363469.55,35.8863,1.1922,0.1389,4.938267,0.8448
1, Car,356517.43,4363469.8,36.0309,1.2152,0.1522,4.971633,0.8443
1, Car,356517.65,4363470.05,36.1767,1.2126,0.1459,5.005,0.8437
1, Car,356517.87,4363470.3,36.3226,1.2168,0.1439,5.038367,0.8432
1, Car,356518.09,4363470.55,36.471,1.253,0.1424,5.071733,0.8428
1, Car,356518.32,4363470.8,36.622,1.2618,0.1356,5.1051,0.8421
1, Car,356518.54,4363471.05,36.7739,1.2678,0.1345,5.138467,0.8417
1, Car,356518.77,4363471.31,36.9275,1.2892,0.1212,5.171833,0.8411
1, Car,356519,4363471.56,37.0837,1.3114,0.1145,5.2052,0.8407
1, Car,356519.23,4363471.82,37.2417,1.319,0.1219,5.238567,0.8403
1, Car,356519.46,4363472.08,37.4026,1.3597,0.1097,5.271933,0.84
1, Car,356519.69,4363472.33,37.5659,1.3603,0.1109,5.3053,0.8397
1, Car,356519.92,4363472.59,37.731,1.3887,0.0913,5.338667,0.8394
1, Car,356520.15,4363472.85,37.8982,1.3943,0.1088,5.372033,0.8391
1, Car,356520.39,4363473.11,38.0665,1.4076,0.1,5.4054,0.8388
1, Car,356520.63,4363473.37,38.2366,1.426,0.0796,5.438767,0.8386
1, Car,356520.86,4363473.64,38.4071,1.4124,0.1045,5.472133,0.8382
1, Car,356521.1,4363473.9,38.5786,1.4431,0.0847,5.5055,0.838
1, Car,356521.34,4363474.17,38.7508,1.4234,0.0851,5.538867,0.8379
1, Car,356521.58,4363474.44,38.9231,1.445,0.0792,5.572233,0.8376
1, Car,356521.82,4363474.7,39.0954,1.4239,0.0869,5.6056,0.8375
1, Car,356522.06,4363474.97,39.266,1.4174,0.0795,5.638967,0.8373
1, Car,356522.31,4363475.24,39.4364,1.4196,0.0763,5.672333,0.8371
1, Car,356522.55,4363475.52,39.6063,1.4086,0.0859,5.7057,0.8369
1, Car,356522.8,4363475.79,39.774,1.3843,0.0716,5.739067,0.8366
1, Car,356523.05,4363476.07,39.9406,1.3895,0.0782,5.772433,0.8365
1, Car,356523.3,4363476.34,40.1069,1.3794,0.0692,5.8058,0.8363
1, Car,356523.55,4363476.62,40.2705,1.3446,0.0692,5.839167,0.8361
1, Car,356523.8,4363476.9,40.4306,1.3212,0.0769,5.872533,0.8359
1, Car,356524.05,4363477.18,40.589,1.315,0.0766,5.9059,0.8358
1, Car,356524.31,4363477.46,40.7447,1.2786,0.0692,5.939267,0.8354
1, Car,356524.56,4363477.74,40.8968,1.2537,0.0804,5.972633,0.8353
1, Car,356524.82,4363478.02,41.0459,1.2276,0.0839,6.006,0.8351
1, Car,356525.08,4363478.31,41.192,1.2056,0.0781,6.039367,0.8348
1, Car,356525.33,4363478.59,41.3358,1.1892,0.0793,6.072733,0.8345
1, Car,356525.59,4363478.88,41.4777,1.1728,0.0856,6.1061,0.8344
1, Car,356525.85,4363479.17,41.6184,1.1703,0.0831,6.139467,0.8342
1, Car,356526.11,4363479.45,41.7573,1.142,0.0822,6.172833,0.834
1, Car,356526.38,4363479.74,41.8921,1.1028,0.0828,6.2062,0.8337
1, Car,356526.64,4363480.03,42.0251,1.1109,0.0942,6.239567,0.8334
1, Car,356526.9,4363480.32,42.157,1.0861,0.0639,6.272933,0.8332
1, Car,356527.17,4363480.61,42.2858,1.0572,0.0906,6.3063,0.8329
1, Car,356527.43,4363480.9,42.4124,1.0511,0.0737,6.339667,0.8326
1, Car,356527.7,4363481.19,42.5372,1.0279,0.0894,6.373033,0.8324
1, Car,356527.96,4363481.49,42.6602,1.0196,0.0811,6.4064,0.8321
1, Car,356528.23,4363481.78,42.7816,1.0008,0.0608,6.439767,0.8318
1, Car,356528.5,4363482.07,42.9003,0.9754,0.0745,6.473133,0.8315
1, Car,356528.76,4363482.36,43.0174,0.9744,0.08,6.5065,0.8314
1, Car,356529.03,4363482.66,43.1324,0.9409,0.0611,6.539867,0.831
1, Car,356529.3,4363482.95,43.246,0.9507,0.0635,6.573233,0.8308
1, Car,356529.57,4363483.25,43.3576,0.9068,0.0634,6.6066,0.8305
1, Car,356529.84,4363483.55,43.4676,0.9251,0.046,6.639967,0.8304
1, Car,356530.11,4363483.84,43.5767,0.8912,0.0518,6.673333,0.83
1, Car,356530.39,4363484.14,43.6835,0.8875,0.0615,6.7067,0.8298
1, Car,356530.66,4363484.44,43.7894,0.876,0.0242,6.740067,0.8296
1, Car,356530.94,4363484.74,43.8941,0.8662,0.0342,6.773433,0.8294
1, Car,356531.21,4363485.04,43.9973,0.852,0.0342,6.8068,0.8294
1, Car,356531.49,4363485.34,44.0986,0.8357,0.0285,6.840167,0.8293
1, Car,356531.76,4363485.65,44.1987,0.8301,0.0163,6.873533,0.8292
1, Car,356532.04,4363485.95,44.2981,0.826,0.0064,6.9069,0.8292
1, Car,356532.32,4363486.25,44.3963,0.8084,-0.0046,6.940267,0.8292
1, Car,356532.6,4363486.56,44.494,0.8179,0.0019,6.973633,0.8291
1, Car,356532.88,4363486.86,44.5936,0.8411,0.0009,7.007,0.8292
1, Car,356533.16,4363487.17,44.6949,0.8455,-0.0385,7.040367,0.8292
1, Car,356533.44,4363487.48,44.7979,0.8686,-0.0187,7.073733,0.8292
1, Car,356533.72,4363487.78,44.9019,0.8634,-0.0341,7.1071,0.8295
1, Car,356534,4363488.09,45.0048,0.8498,-0.0584,7.140467,0.8295
1, Car,356534.29,4363488.4,45.1059,0.8345,-0.047,7.173833,0.8296
1, Car,356534.57,4363488.71,45.2063,0.8362,-0.0666,7.2072,0.8299
1, Car,356534.85,4363489.02,45.3071,0.8423,-0.0529,7.240567,0.83
1, Car,356535.14,4363489.33,45.4059,0.8033,-0.0695,7.273933,0.8302
1, Car,356535.42,4363489.64,45.5029,0.8111,-0.0785,7.3073,0.8305
1, Car,356535.71,4363489.95,45.5987,0.7837,-0.0825,7.340667,0.8307
1, Car,356535.99,4363490.26,45.6923,0.7759,-0.0886,7.374033,0.8309
1, Car,356536.28,4363490.58,45.7841,0.7518,-0.0824,7.4074,0.8313
1, Car,356536.56,4363490.89,45.8738,0.7416,-0.1049,7.440767,0.8315
1, Car,356536.85,4363491.2,45.9612,0.7139,-0.0949,7.474133,0.8318
1, Car,356537.13,4363491.52,46.0459,0.6968,-0.1048,7.5075,0.8322
1, Car,356537.42,4363491.83,46.1286,0.6787,-0.1177,7.540867,0.8325
1, Car,356537.71,4363492.15,46.2082,0.6476,-0.1071,7.574233,0.8329
1, Car,356538,4363492.46,46.2845,0.6231,-0.1196,7.6076,0.8332
1, Car,356538.29,4363492.78,46.359,0.6163,-0.1073,7.640967,0.8335
1, Car,356538.58,4363493.1,46.4295,0.5581,-0.1218,7.674333,0.834
1, Car,356538.87,4363493.42,46.4955,0.5408,-0.1311,7.7077,0.8344
1, Car,356539.16,4363493.74,46.5587,0.5112,-0.1274,7.741067,0.8346
1, Car,356539.45,4363494.07,46.6196,0.5036,-0.1195,7.774433,0.835
1, Car,356539.74,4363494.39,46.676,0.4351,-0.1232,7.8078,0.8353
1, Car,356540.03,4363494.71,46.7278,0.4263,-0.1392,7.841167,0.8356
1, Car,356540.32,4363495.03,46.7759,0.3753,-0.1264,7.874533,0.836
1, Car,356540.62,4363495.36,46.8194,0.3488,-0.1382,7.9079,0.8363
1, Car,356540.91,4363495.68,46.8611,0.3452,-0.1238,7.941267,0.8367
1, Car,356541.2,4363496.01,46.9014,0.3264,-0.1248,7.974633,0.8371
1, Car,356541.5,4363496.33,46.9393,0.3052,-0.1412,8.008,0.8373
1, Car,356541.79,4363496.66,46.9731,0.257,-0.1389,8.041367,0.8376
1, Car,356542.08,4363496.98,47.0022,0.2274,-0.1054,8.074733,0.838
1, Car,356542.38,4363497.31,47.0265,0.1773,-0.1345,8.1081,0.8383
1, Car,356542.67,4363497.64,47.0472,0.1675,-0.1187,8.141467,0.8387
1, Car,356542.96,4363497.96,47.0649,0.1265,-0.1154,8.174833,0.839
1, Car,356543.25,4363498.29,47.0784,0.0981,-0.105,8.2082,0.8393
1, Car,356543.55,4363498.61,47.0888,0.075,-0.1073,8.241567,0.8396
1, Car,356543.84,4363498.94,47.0951,0.0301,-0.1253,8.274933,0.84
1, Car,356544.13,4363499.27,47.0988,0.0316,-0.0996,8.3083,0.8403
1, Car,356544.42,4363499.59,47.1015,0.0141,-0.0815,8.341667,0.8406
1, Car,356544.71,4363499.92,47.1019,-0.0073,-0.0976,8.375033,0.841
1, Car,356545,4363500.24,47.0997,-0.0299,-0.0759,8.4084,0.8412
1, Car,356545.29,4363500.56,47.0952,-0.0458,-0.0971,8.441767,0.8415
1, Car,356545.58,4363500.89,47.0886,-0.0639,-0.0708,8.475133,0.8418
1, Car,356545.87,4363501.21,47.0809,-0.0645,-0.0672,8.5085,0.8421
1, Car,356546.16,4363501.54,47.0735,-0.0581,-0.0501,8.541867,0.8422
1, Car,356546.45,4363501.86,47.0647,-0.089,-0.0633,8.575233,0.8424
1, Car,356546.74,4363502.19,47.0551,-0.0697,-0.0384,8.6086,0.8425
1, Car,356547.03,4363502.51,47.0469,-0.068,-0.0361,8.641967,0.8428
1, Car,356547.32,4363502.84,47.0376,-0.0857,-0.0221,8.675333,0.8429
1, Car,356547.61,4363503.16,47.0285,-0.0672,-0.0233,8.7087,0.8429
1, Car,356547.9,4363503.49,47.0211,-0.0545,-0.005,8.742067,0.843
1, Car,356548.19,4363503.82,47.0146,-0.0547,-0.001,8.775433,0.843
1, Car,356548.48,4363504.14,47.0079,-0.0566,0.0166,8.8088,0.843
1, Car,356548.77,4363504.47,47.003,-0.0255,0.0162,8.842167,0.843
1, Car,356549.06,4363504.79,47.0007,-0.0117,0.0498,8.875533,0.843
1, Car,356549.35,4363505.12,47.0026,0.0423,0.0355,8.9089,0.8429
1, Car,356549.64,4363505.44,47.0079,0.046,0.0604,8.942267,0.8428
1, Car,356549.93,4363505.77,47.0134,0.0456,0.0629,8.975633,0.8425
1, Car,356550.22,4363506.09,47.0191,0.0502,0.0822,9.009,0.8424
1, Car,356550.51,4363506.42,47.0261,0.0666,0.0919,9.042367,0.8421
1, Car,356550.8,4363506.74,47.0333,0.0522,0.0967,9.075733,0.8419
1, Car,356551.09,4363507.07,47.0403,0.0653,0.0852,9.1091,0.8417
1, Car,356551.38,4363507.39,47.0483,0.068,0.1329,9.142467,0.8413
1, Car,356551.67,4363507.72,47.0559,0.0578,0.1139,9.175833,0.841
1, Car,356551.96,4363508.04,47.0621,0.0449,0.1221,9.2092,0.8406
1, Car,356552.25,4363508.37,47.0682,0.0579,0.1303,9.242567,0.8402
1, Car,356552.54,4363508.69,47.0743,0.0431,0.1401,9.275933,0.8397
1, Car,356552.83,4363509.02,47.0805,0.0599,0.1526,9.3093,0.8393
1, Car,356553.13,4363509.34,47.0855,0.0229,0.1466,9.342667,0.8388
1, Car,356553.42,4363509.66,47.0876,0.012,0.1401,9.376033,0.8383
1, Car,356553.71,4363509.99,47.0895,0.0213,0.162,9.4094,0.8377
1, Car,356554,4363510.31,47.0911,0.0039,0.1475,9.442767,0.8372
1, Car,356554.29,4363510.64,47.0907,-0.0106,0.1701,9.476133,0.8368
1, Car,356554.59,4363510.96,47.089,-0.0173,0.155,9.5095,0.8361
1, Car,356554.88,4363511.29,47.0858,-0.0353,0.1636,9.542867,0.8356
1, Car,356555.17,4363511.61,47.0803,-0.0573,0.1517,9.576233,0.8353
1, Car,356555.47,4363511.93,47.0732,-0.0607,0.1669,9.6096,0.8347
1, Car,356555.76,4363512.26,47.064,-0.0914,0.1473,9.642967,0.8341
1, Car,356556.06,4363512.58,47.0513,-0.1205,0.1539,9.676333,0.8337
1, Car,356556.35,4363512.91,47.0363,-0.1289,0.1443,9.7097,0.8333
1, Car,356556.64,4363513.23,47.02,-0.1423,0.1532,9.743067,0.8329
1, Car,356556.94,4363513.55,47.0088,-0.0455,0.1447,9.776433,0.8325
1, Car,356557.23,4363513.88,47.0176,0.1929,0.1321,9.8098,0.8321
1, Car,356557.53,4363514.2,47.0531,0.3981,0.1389,9.843167,0.8318
1, Car,356557.82,4363514.52,47.1105,0.5577,0.1267,9.876533,0.8314
1, Car,356558.12,4363514.85,47.1858,0.6958,0.1132,9.9099,0.831
1, Car,356558.41,4363515.17,47.2747,0.7846,0.1214,9.943267,0.8308
1, Car,356558.7,4363515.49,47.3692,0.7884,0.1099,9.976633,0.8305
1, Car,356559,4363515.81,47.3772,0.809,0.0974,10.01,0.8303
1, Car,356559.29,4363516.13,47.3849,0.8294,0.0927,10.043367,0.8301
1, Car,356559.58,4363516.45,47.3916,0.8414,0.0966,10.076733,0.8298
1, Car,356559.88,4363516.77,47.399,0.8925,0.0948,10.1101,0.8296
1, Car,356560.17,4363517.09,47.4069,0.9065,0.098,10.143467,0.8295
1, Car,356560.46,4363517.41,47.4141,0.94,0.065,10.176833,0.8293
1, Car,356560.75,4363517.73,47.4216,0.9795,0.0881,10.2102,0.8291
1, Car,356561.04,4363518.05,47.4311,1.0423,0.0822,10.243567,0.829
1, Car,356561.34,4363518.36,47.442,1.0786,0.0663,10.276933,0.8289
1, Car,356561.63,4363518.68,47.454,1.1411,0.0635,10.3103,0.8288
1, Car,356561.93,4363519.01,47.4677,1.195,0.0657,10.343667,0.8287
1, Car,356562.23,4363519.34,47.4847,1.2941,0.0513,10.377033,0.8287
1, Car,356562.54,4363519.68,47.5059,1.3649,0.071,10.4104,0.8287
1, Car,356562.85,4363520.02,47.5299,1.4508,0.0506,10.443767,0.8286
1, Car,356563.16,4363520.36,47.5593,1.5762,0.0505,10.477133,0.8286
1, Car, ,,,,,,
15, Car,356523.6,4363476.18,42.2636,-0.0972,-0.0401,0,0.8273
15, Car,356523.86,4363476.47,42.2527,-0.085,-0.0577,0.033367,0.8274
15, Car,356524.13,4363476.76,42.2458,-0.0295,-0.0838,0.066733,0.8274
15, Car,356524.39,4363477.05,42.2432,-0.0137,-0.0888,0.1001,0.8275
15, Car,356524.66,4363477.34,42.2422,-0.0038,-0.0837,0.133467,0.8276
15, Car,356524.92,4363477.63,42.2448,0.0485,-0.0867,0.166833,0.8276
15, Car,356525.19,4363477.92,42.2519,0.0697,-0.1135,0.2002,0.8277
15, Car,356525.45,4363478.2,42.2618,0.0943,-0.0918,0.233567,0.8279
15, Car,356525.72,4363478.49,42.2735,0.1007,-0.1515,0.266933,0.8281
15, Car,356525.98,4363478.78,42.2876,0.1333,-0.094,0.3003,0.8282
15, Car,356526.25,4363479.07,42.3071,0.1913,-0.1465,0.333667,0.8284
15, Car,356526.51,4363479.36,42.3305,0.1997,-0.1509,0.367033,0.8286
15, Car,356526.78,4363479.65,42.3562,0.2269,-0.1493,0.4004,0.8289
15, Car,356527.04,4363479.93,42.3868,0.2829,-0.1494,0.433767,0.8292
15, Car,356527.31,4363480.22,42.4216,0.2958,-0.1448,0.467133,0.8295
15, Car,356527.57,4363480.51,42.3644,0.1117,-0.1164,0.5005,0.8298
15, Car,356527.83,4363480.8,42.3789,0.1298,-0.1162,0.533867,0.8301
15, Car,356528.1,4363481.09,42.3959,0.152,-0.1264,0.567233,0.8305
15, Car,356528.36,4363481.38,42.4155,0.1748,-0.1198,0.6006,0.8309
15, Car,356528.63,4363481.67,42.437,0.1834,-0.1341,0.633967,0.8312
15, Car,356528.89,4363481.96,42.4613,0.2219,-0.1308,0.667333,0.8316
15, Car,356529.16,4363482.25,42.4879,0.2203,-0.1392,0.7007,0.8321
15, Car,356529.42,4363482.54,42.5148,0.2272,-0.1244,0.734067,0.8326
15, Car,356529.68,4363482.83,42.5432,0.2457,-0.1495,0.767433,0.8332
